Observationsstation;År;Månad;Dag;Tid [Lokal tid];Lufttemperatur [°C];Daggpunktstemperatur [°C];Molnighet [1/8];Lufttryck [hPa];Relativ luftfuktighet [%];Nederbördsmängd [mm];Snödjup [cm];Horisontell sikt [m];Vindriktning [°];Byvindshastighet [m/s];Vindhastighet [m/s]
Helsingfors Kajsaniemi;2025;1;9;17:10;2,8;1,6;Mulet (8/8);1000,7;92;0;7;43060;197;7,2;4,1
Helsingfors Kajsaniemi;2025;1;9;17:20;2,8;1,6;Mulet (8/8);1000,7;92;0;7;39730;203;6,7;3,8
Helsingfors Kajsaniemi;2025;1;9;17:30;2,8;1,6;Mulet (8/8);1000,8;91;0;7;32000;204;7,4;4
Helsingfors Kajsaniemi;2025;1;9;17:40;2,7;1,5;Mulet (8/8);1000,9;92;0;7;24200;202;7,1;3,8
Helsingfors Kajsaniemi;2025;1;9;17:50;2,6;1,4;Mulet (8/8);1001;92;0;7;23410;204;8,1;5
Helsingfors Kajsaniemi;2025;1;9;18:00;2,6;1,5;Mulet (8/8);1001;92;0;7;20710;213;6,5;3,3
Helsingfors Kajsaniemi;2025;1;9;18:10;2,7;1,6;Mulet (8/8);1001;93;0,07;7;24380;208;7,3;4,3
Helsingfors Kajsaniemi;2025;1;9;18:20;2,8;1,5;Mulet (8/8);1001,1;91;0,02;7;39980;209;6,9;3,8
Helsingfors Kajsaniemi;2025;1;9;18:30;2,8;1,5;Mulet (8/8);1001,1;91;0;7;30810;203;7;3,8
Helsingfors Kajsaniemi;2025;1;9;18:40;2,8;1,5;Mulet (8/8);1001,2;91;0;7;26520;197;5,3;3
Helsingfors Kajsaniemi;2025;1;9;18:50;2,7;1,4;Mulet (8/8);1001,2;91;0;7;8850;202;7,3;3,3
Helsingfors Kajsaniemi;2025;1;9;19:00;2,7;1,6;Mulet (8/8);1001,3;92;0,2;7;8560;204;7,4;4,3
Helsingfors Kajsaniemi;2025;1;9;19:10;2,6;1,4;Mulet (8/8);1001,3;92;0,22;7;10990;205;9,2;4,7
Helsingfors Kajsaniemi;2025;1;9;19:20;2,8;1,6;Mulet (8/8);1001,4;92;0,12;7;23230;196;7;3,7
Helsingfors Kajsaniemi;2025;1;9;19:30;2,8;1,6;Mulet (8/8);1001,5;92;0;6;36950;192;7,2;4,4
Helsingfors Kajsaniemi;2025;1;9;19:40;2,6;1,5;Mulet (8/8);1001,5;92;0;7;42840;188;7,2;4,5
Helsingfors Kajsaniemi;2025;1;9;19:50;2,6;1,5;Mulet (8/8);1001,6;92;0;7;42780;192;5,8;3,7
Helsingfors Kajsaniemi;2025;1;9;20:00;2,7;1,5;Mulet (8/8);1001,6;91;0;7;32610;195;5,7;3,4
Helsingfors Kajsaniemi;2025;1;9;20:10;2,7;1,2;Mulet (8/8);1001,8;90;0;6;39130;202;7,1;3,1
Helsingfors Kajsaniemi;2025;1;9;20:20;2,6;1,2;Mulet (8/8);1001,9;90;0;6;38060;195;7,6;4,2
Helsingfors Kajsaniemi;2025;1;9;20:30;2,6;1,2;Mulet (8/8);1002;91;0;6;39020;203;6,7;3,6
Helsingfors Kajsaniemi;2025;1;9;20:40;2,5;1;Mulet (8/8);1002,2;90;0;6;42080;204;7,5;4,2
Helsingfors Kajsaniemi;2025;1;9;20:50;2,5;1;Mulet (8/8);1002,2;90;0;6;50000;204;8;5
Helsingfors Kajsaniemi;2025;1;9;21:00;2,4;1;Mulet (8/8);1002,3;90;0;6;50000;205;7,6;4,9
Helsingfors Kajsaniemi;2025;1;9;21:10;2,5;1;Mulet (8/8);1002,4;90;0;6;49670;211;8;5,1
Helsingfors Kajsaniemi;2025;1;9;21:20;2,5;0,8;Mulet (8/8);1002,5;89;0;6;50000;214;8,1;4,9
Helsingfors Kajsaniemi;2025;1;9;21:30;2,5;0,8;Mulet (8/8);1002,6;89;0;6;50000;215;7;4,4
Helsingfors Kajsaniemi;2025;1;9;21:40;2,4;0,8;Mulet (8/8);1002,7;89;0;6;50000;221;7,4;4,9
Helsingfors Kajsaniemi;2025;1;9;21:50;2,4;0,9;Mulet (8/8);1002,8;89;0;6;50000;217;6,3;4
Helsingfors Kajsaniemi;2025;1;9;22:00;2,4;0,9;Mulet (8/8);1002,9;90;0;6;45400;213;6,4;3,9
Helsingfors Kajsaniemi;2025;1;9;22:10;2,5;0,8;Mulet (8/8);1003;88;0;7;45780;207;6;3,7
Helsingfors Kajsaniemi;2025;1;9;22:20;2,5;0,9;Mulet (8/8);1003,1;89;0;6;42820;205;6,4;3,6
Helsingfors Kajsaniemi;2025;1;9;22:30;2,5;1;Mulet (8/8);1003,2;90;0;7;35000;207;5,5;2,7
Helsingfors Kajsaniemi;2025;1;9;22:40;2,5;0,9;Mulet (8/8);1003,3;90;0;6;26750;201;4,6;3
Helsingfors Kajsaniemi;2025;1;9;22:50;2,5;0,9;Mulet (8/8);1003,4;90;0;6;26610;190;5,6;2,7
Helsingfors Kajsaniemi;2025;1;9;23:00;2,5;1;Mulet (8/8);1003,4;90;0;6;26700;194;6;3,1
Helsingfors Kajsaniemi;2025;1;9;23:10;2,5;0,9;Mulet (8/8);1003,5;90;0;6;22900;189;4,7;2,8
Helsingfors Kajsaniemi;2025;1;9;23:20;2,4;0,9;Mulet (8/8);1003,6;90;0;6;16880;191;5,7;3,4
Helsingfors Kajsaniemi;2025;1;9;23:30;2,2;0,9;Mulet (8/8);1003,8;91;0;6;16960;186;6,3;3,6
Helsingfors Kajsaniemi;2025;1;9;23:40;2,3;1;Mulet (8/8);1003,9;91;0;6;14430;186;6;3,5
Helsingfors Kajsaniemi;2025;1;9;23:50;2,2;0,9;Mulet (8/8);1003,9;91;0;6;19390;187;5;2,8
Helsingfors Kajsaniemi;2025;1;10;00:00;2,3;0,9;Mulet (8/8);1004,1;90;0;6;19940;189;6,2;3,4
Helsingfors Kajsaniemi;2025;1;10;00:10;2,2;0,8;Mulet (8/8);1004,1;90;0;6;20650;189;5,4;3,7
Helsingfors Kajsaniemi;2025;1;10;00:20;2,2;0,8;Mulet (8/8);1004,3;90;0;6;21710;185;6,1;3,5
Helsingfors Kajsaniemi;2025;1;10;00:30;2,1;0,6;Mulet (8/8);1004,3;90;0;6;18320;190;6,6;4
Helsingfors Kajsaniemi;2025;1;10;00:40;2,2;0,6;Mulet (8/8);1004,3;89;0;6;17280;186;6,3;3,7
Helsingfors Kajsaniemi;2025;1;10;00:50;2,2;0,5;Mulet (8/8);1004,4;89;0;6;22230;185;6,2;3,5
Helsingfors Kajsaniemi;2025;1;10;01:00;2,1;0,5;Mulet (8/8);1004,4;89;0;6;23840;183;6;3,3
Helsingfors Kajsaniemi;2025;1;10;01:10;2,1;0,5;Mulet (8/8);1004,4;89;0;6;22280;178;5,3;3,5
Helsingfors Kajsaniemi;2025;1;10;01:20;2,1;0,3;Mulet (8/8);1004,5;88;0;6;24950;177;5,3;3,3
Helsingfors Kajsaniemi;2025;1;10;01:30;2,1;0,3;Mulet (8/8);1004,5;88;0;6;28130;177;5;3,3
Helsingfors Kajsaniemi;2025;1;10;01:40;2,2;0,3;Mulet (8/8);1004,5;88;0;6;29750;176;5,3;3,4
Helsingfors Kajsaniemi;2025;1;10;01:50;2,1;0,4;Mulet (8/8);1004,6;88;0;6;29580;163;4,5;2,8
Helsingfors Kajsaniemi;2025;1;10;02:00;2,1;0,3;Mulet (8/8);1004,6;88;0;6;29020;163;4,5;3
Helsingfors Kajsaniemi;2025;1;10;02:10;2,1;0,4;Mulet (8/8);1004,7;88;0;6;19970;155;5,2;3
Helsingfors Kajsaniemi;2025;1;10;02:20;2;0,4;Mulet (8/8);1004,8;89;0;6;10590;163;5,8;3,3
Helsingfors Kajsaniemi;2025;1;10;02:30;2;0,4;Mulet (8/8);1004,7;89;0;6;11340;166;5,5;3,5
Helsingfors Kajsaniemi;2025;1;10;02:40;1,8;0,5;Mulet (8/8);1004,8;91;0;6;11340;160;5,1;3
Helsingfors Kajsaniemi;2025;1;10;02:50;1,8;0,5;Mulet (8/8);1004,9;91;0,1;6;12970;157;5,3;3,8
Helsingfors Kajsaniemi;2025;1;10;03:00;1,9;0,6;Mulet (8/8);1005;91;0,02;6;12360;159;5,6;4,1
Helsingfors Kajsaniemi;2025;1;10;03:10;1,9;0,5;Mulet (8/8);1005;91;0;6;13100;153;4,8;2,9
Helsingfors Kajsaniemi;2025;1;10;03:20;1,8;0,4;Mulet (8/8);1005,1;90;0;6;16090;151;5,3;2,8
Helsingfors Kajsaniemi;2025;1;10;03:30;1,8;0,4;Mulet (8/8);1005,2;90;0;6;17650;137;4,6;2,6
Helsingfors Kajsaniemi;2025;1;10;03:40;1,8;0,4;Mulet (8/8);1005,2;90;0;6;19860;130;5,2;3
Helsingfors Kajsaniemi;2025;1;10;03:50;1,8;0,2;Mulet (8/8);1005,3;89;0;6;21590;129;4,3;2,8
Helsingfors Kajsaniemi;2025;1;10;04:00;1,8;0,2;Mulet (8/8);1005,3;89;0;6;26240;122;4,2;3
Helsingfors Kajsaniemi;2025;1;10;04:10;1,7;0,2;Mulet (8/8);1005,4;89;0;6;28180;114;4,9;3,4
Helsingfors Kajsaniemi;2025;1;10;04:20;1,7;0;Mulet (8/8);1005,5;88;0;6;27780;122;4,3;2,8
Helsingfors Kajsaniemi;2025;1;10;04:30;1,7;-0,1;Mulet (8/8);1005,5;88;0;6;29610;123;5,3;3,1
Helsingfors Kajsaniemi;2025;1;10;04:40;1,6;-0,3;Mulet (8/8);1005,6;87;0;6;32830;123;4,5;3
Helsingfors Kajsaniemi;2025;1;10;04:50;1,5;-0,5;Mulet (8/8);1005,8;87;0;6;33720;120;5,5;3,6
Helsingfors Kajsaniemi;2025;1;10;05:00;1,3;-0,5;Mulet (8/8);1005,8;88;0;6;33700;123;6,3;4,4
Helsingfors Kajsaniemi;2025;1;10;05:10;1,3;-0,7;Mulet (8/8);1005,8;87;0;6;35310;123;6;4,1
Helsingfors Kajsaniemi;2025;1;10;05:20;1,2;-0,6;Mulet (8/8);1005,8;88;0;6;34190;115;6,3;4,4
Helsingfors Kajsaniemi;2025;1;10;05:30;1,2;-0,5;Mulet (8/8);1005,9;88;0;6;35890;110;5,4;4,2
Helsingfors Kajsaniemi;2025;1;10;05:40;1,2;-0,6;Mulet (8/8);1005,9;88;0;6;39260;108;5;3,5
Helsingfors Kajsaniemi;2025;1;10;05:50;1,1;-0,6;Mulet (8/8);1005,9;88;0;6;36600;95;5,3;3
Helsingfors Kajsaniemi;2025;1;10;06:00;1,2;-0,6;Mulet (8/8);1005,9;88;0;6;33640;97;5,6;3,7
Helsingfors Kajsaniemi;2025;1;10;06:10;1,1;-0,8;Mulet (8/8);1005,8;87;0;6;35100;96;5,2;3,1
Helsingfors Kajsaniemi;2025;1;10;06:20;0,9;-0,8;Mulet (8/8);1005,7;89;0;6;32120;81;4;2,7
Helsingfors Kajsaniemi;2025;1;10;06:30;0,9;-0,8;Mulet (8/8);1005,7;89;0;6;38420;75;4,2;3
Helsingfors Kajsaniemi;2025;1;10;06:40;1;-0,7;Mulet (8/8);1005,7;89;0;6;31330;67;3,9;2,5
Helsingfors Kajsaniemi;2025;1;10;06:50;1,1;-0,7;Mulet (8/8);1005,8;88;0;6;29990;66;4,6;3,3
Helsingfors Kajsaniemi;2025;1;10;07:00;1;-0,6;Mulet (8/8);1005,7;89;0;6;26460;54;4,9;3,1
Helsingfors Kajsaniemi;2025;1;10;07:10;1,1;-0,6;Mulet (8/8);1005,6;89;0;6;26010;57;5,2;3,9
Helsingfors Kajsaniemi;2025;1;10;07:20;1,1;-0,6;Mulet (8/8);1005,7;88;0;6;26980;59;5;3,7
Helsingfors Kajsaniemi;2025;1;10;07:30;1;-0,6;Mulet (8/8);1005,7;89;0;6;25780;58;5,7;4,1
Helsingfors Kajsaniemi;2025;1;10;07:40;1;-0,6;Mulet (8/8);1005,7;89;0;6;24650;65;7,1;4,6
Helsingfors Kajsaniemi;2025;1;10;07:50;0,9;-0,6;Mulet (8/8);1005,7;90;0;6;25070;65;6,8;4,5
Helsingfors Kajsaniemi;2025;1;10;08:00;0,9;-0,5;Mulet (8/8);1005,7;90;0;6;25110;72;7,2;5
Helsingfors Kajsaniemi;2025;1;10;08:10;0,9;-0,7;Mulet (8/8);1005,8;89;0;6;25200;77;6,8;4
Helsingfors Kajsaniemi;2025;1;10;08:20;1;-0,8;Mulet (8/8);1006,1;88;0;6;31360;77;5,9;3,9
Helsingfors Kajsaniemi;2025;1;10;08:30;1;-0,8;Mulet (8/8);1006;88;0;6;31160;78;6,7;4,4
Helsingfors Kajsaniemi;2025;1;10;08:40;1;-0,7;Mulet (8/8);1006;88;0;6;28870;78;7,4;4,9
Helsingfors Kajsaniemi;2025;1;10;08:50;1;-0,8;Mulet (8/8);1006,1;88;0;6;31810;85;6,3;4,1
Helsingfors Kajsaniemi;2025;1;10;09:00;1,1;-1;Mulet (8/8);1006,1;86;0;6;36890;92;7,9;4,5
Helsingfors Kajsaniemi;2025;1;10;09:10;1,1;-1;Mulet (8/8);1006,2;86;0;6;45090;90;8,3;5,5
Helsingfors Kajsaniemi;2025;1;10;09:20;1;-1,2;Mulet (8/8);1006,2;85;0;6;37090;81;8,2;5,5
Helsingfors Kajsaniemi;2025;1;10;09:30;1;-1,1;Mulet (8/8);1006,3;85;0;6;37580;80;8,7;4,9
Helsingfors Kajsaniemi;2025;1;10;09:40;1,1;-1;Mulet (8/8);1006,4;86;0;6;38100;83;6,2;4,4
Helsingfors Kajsaniemi;2025;1;10;09:50;1;-0,9;Mulet (8/8);1006,4;87;0;6;35220;74;6,6;4,6
Helsingfors Kajsaniemi;2025;1;10;10:00;0,9;-0,9;Mulet (8/8);1006,3;88;0;6;31940;73;5,9;4
Helsingfors Kajsaniemi;2025;1;10;10:10;0,9;-0,9;Mulet (8/8);1006,4;88;0;6;26900;69;6,8;4,3
Helsingfors Kajsaniemi;2025;1;10;10:20;0,9;-0,8;Mulet (8/8);1006,3;88;0;6;29370;81;5,9;4
Helsingfors Kajsaniemi;2025;1;10;10:30;0,9;-0,8;Mulet (8/8);1006,2;88;0;6;28850;74;6,6;4,4
Helsingfors Kajsaniemi;2025;1;10;10:40;0,9;-0,9;Mulet (8/8);1006,2;88;0;6;26830;68;7;4,4
Helsingfors Kajsaniemi;2025;1;10;10:50;0,9;-0,8;Mulet (8/8);1006,3;88;0;6;26240;73;9,4;5,4
Helsingfors Kajsaniemi;2025;1;10;11:00;0,9;-1;Mulet (8/8);1006,2;87;0;6;30920;77;9,2;5,9
Helsingfors Kajsaniemi;2025;1;10;11:10;1;-1;Mulet (8/8);1006,1;87;0;6;30730;82;10,2;6,9
Helsingfors Kajsaniemi;2025;1;10;11:20;0,9;-1;Mulet (8/8);1006,1;87;0;6;30230;79;9,6;5,7
Helsingfors Kajsaniemi;2025;1;10;11:30;1;-1,1;Mulet (8/8);1006;86;0;6;27080;70;9,5;5,9
Helsingfors Kajsaniemi;2025;1;10;11:40;0,9;-1;Mulet (8/8);1005,9;87;0;6;28610;71;8,6;5,4
Helsingfors Kajsaniemi;2025;1;10;11:50;0,8;-1;Mulet (8/8);1005,8;88;0;6;23210;70;11;6,6
Helsingfors Kajsaniemi;2025;1;10;12:00;0,8;-1;Mulet (8/8);1005,6;88;0;6;24840;70;10,7;6,9
Helsingfors Kajsaniemi;2025;1;10;12:10;0,8;-1,1;Mulet (8/8);1005,5;87;0;6;31870;75;9,8;6
Helsingfors Kajsaniemi;2025;1;10;12:20;0,8;-1;Mulet (8/8);1005,4;88;0;6;28640;69;10,7;6,4
Helsingfors Kajsaniemi;2025;1;10;12:30;0,7;-1;Mulet (8/8);1005,2;88;0;6;23760;67;9;6,4
Helsingfors Kajsaniemi;2025;1;10;12:40;0,7;-1,1;Mulet (8/8);1005,2;88;0;6;16280;65;10,4;5,8
Helsingfors Kajsaniemi;2025;1;10;12:50;0,6;-1,1;Mulet (8/8);1005,2;89;0;6;9990;64;9,7;6,3
Helsingfors Kajsaniemi;2025;1;10;13:00;0,5;-1;Mulet (8/8);1005;90;0;6;3490;64;10,8;5,9
Helsingfors Kajsaniemi;2025;1;10;13:10;0,2;-0,9;Mulet (8/8);1005;92;0,08;6;1380;62;10,1;6,7
Helsingfors Kajsaniemi;2025;1;10;13:20;0,1;-0,8;Mulet (8/8);1005;94;0,13;5;1110;61;11;5,4
Helsingfors Kajsaniemi;2025;1;10;13:30;0,1;-0,7;Mulet (8/8);1004,9;94;0,18;6;1270;62;9,1;5,7
Helsingfors Kajsaniemi;2025;1;10;13:40;0,1;-0,7;Mulet (8/8);1005;95;0,13;5;1290;59;7,8;5,4
Helsingfors Kajsaniemi;2025;1;10;13:50;0;-0,7;Mulet (8/8);1005;95;0,17;5;810;57;7,6;4,8
Helsingfors Kajsaniemi;2025;1;10;14:00;-0,1;-0,7;Mulet (8/8);1005;96;0,28;5;570;55;7,9;4,9
Helsingfors Kajsaniemi;2025;1;10;14:10;-0,1;-0,7;Mulet (8/8);1004,9;96;0,25;5;810;52;8,6;4,5
Helsingfors Kajsaniemi;2025;1;10;14:20;-0,1;-0,7;Mulet (8/8);1005;96;0,17;5;700;53;8,3;4,6
Helsingfors Kajsaniemi;2025;1;10;14:30;-0,2;-0,7;Mulet (8/8);1004,8;97;0,18;6;1000;49;8,1;4,9
Helsingfors Kajsaniemi;2025;1;10;14:40;-0,2;-0,7;Mulet (8/8);1004,8;97;0,17;5;780;49;8,6;5,4
Helsingfors Kajsaniemi;2025;1;10;14:50;-0,3;-0,7;Mulet (8/8);1004,7;97;0,15;5;1100;47;10,8;5,7
Helsingfors Kajsaniemi;2025;1;10;15:00;-0,3;-0,7;Mulet (8/8);1004,5;97;0,15;7;1100;48;9,7;5,8
Helsingfors Kajsaniemi;2025;1;10;15:10;-0,3;-0,7;Mulet (8/8);1004,4;97;0,17;7;780;46;9,5;5,8
Helsingfors Kajsaniemi;2025;1;10;15:20;-0,3;-0,7;Mulet (8/8);1004,2;97;0,12;7;1070;47;10,3;6,3
Helsingfors Kajsaniemi;2025;1;10;15:30;-0,3;-0,7;Mulet (8/8);1004;97;0,18;8;720;46;8,9;5,2
Helsingfors Kajsaniemi;2025;1;10;15:40;-0,3;-0,7;Mulet (8/8);1003,9;97;0,13;8;1040;48;9,5;5,6
Helsingfors Kajsaniemi;2025;1;10;15:50;-0,3;-0,7;Mulet (8/8);1003,8;97;0,15;8;1280;49;10,1;6,2
Helsingfors Kajsaniemi;2025;1;10;16:00;-0,3;-0,7;Mulet (8/8);1003,6;97;0,13;9;1040;46;13;7,4
Helsingfors Kajsaniemi;2025;1;10;16:10;-0,3;-0,7;Mulet (8/8);1003,5;97;0,13;9;700;48;13,2;7
Helsingfors Kajsaniemi;2025;1;10;16:20;-0,3;-0,7;Mulet (8/8);1003,4;97;0,22;10;1170;47;12;7,8
Helsingfors Kajsaniemi;2025;1;10;16:30;-0,3;-0,7;Mulet (8/8);1003,2;97;0,18;9;1400;49;11,2;6,2
Helsingfors Kajsaniemi;2025;1;10;16:40;-0,3;-0,7;Mulet (8/8);1003,1;97;0,08;10;1170;55;10,6;6,4
Helsingfors Kajsaniemi;2025;1;10;16:50;-0,2;-0,7;Mulet (8/8);1003;97;0,27;11;1070;49;10,9;6,7
Helsingfors Kajsaniemi;2025;1;10;17:00;-0,2;-0,7;Mulet (8/8);1002,9;97;0,27;11;1200;49;12,3;7,3
Helsingfors Kajsaniemi;2025;1;10;17:10;-0,3;-0,7;Mulet (8/8);1002,8;97;0,18;11;920;48;11;6,9
Helsingfors Kajsaniemi;2025;1;10;17:20;-0,2;-0,7;Mulet (8/8);1002,7;97;0,18;12;990;48;13;6,9
Helsingfors Kajsaniemi;2025;1;10;17:30;-0,2;-0,7;Mulet (8/8);1002,7;97;0,17;12;1100;50;12;6,7
Helsingfors Kajsaniemi;2025;1;10;17:40;-0,2;-0,7;Mulet (8/8);1002,8;96;0,15;12;1110;51;12,4;6,7
Helsingfors Kajsaniemi;2025;1;10;17:50;-0,3;-0,8;Mulet (8/8);1002,8;96;0,13;12;610;57;13;6,5
Helsingfors Kajsaniemi;2025;1;10;18:00;-0,2;-0,7;Mulet (8/8);1002,8;97;0,18;11;820;58;10,3;6,5
Helsingfors Kajsaniemi;2025;1;10;18:10;-0,3;-0,8;Mulet (8/8);1002,8;96;0,12;12;1100;58;12,6;7,5
Helsingfors Kajsaniemi;2025;1;10;18:20;-0,3;-0,8;Mulet (8/8);1002,8;96;0,08;12;1210;60;12,2;7,9
Helsingfors Kajsaniemi;2025;1;10;18:30;-0,3;-0,9;Mulet (8/8);1002,8;96;0,18;11;820;58;12,3;7,7
Helsingfors Kajsaniemi;2025;1;10;18:40;-0,3;-0,9;Mulet (8/8);1002,8;96;0,17;12;870;60;14,8;8,7
Helsingfors Kajsaniemi;2025;1;10;18:50;-0,3;-0,9;Mulet (8/8);1002,9;96;0,15;12;920;59;12,1;7,9
Helsingfors Kajsaniemi;2025;1;10;19:00;-0,4;-0,9;Mulet (8/8);1002,9;96;0,18;13;600;59;14,6;8,6
Helsingfors Kajsaniemi;2025;1;10;19:10;-0,4;-0,9;Mulet (8/8);1002,9;96;0,08;13;970;58;13,9;8,1
Helsingfors Kajsaniemi;2025;1;10;19:20;-0,4;-1;Mulet (8/8);1003;96;0,12;13;900;60;12,4;7,9
Helsingfors Kajsaniemi;2025;1;10;19:30;-0,4;-1;Mulet (8/8);1003;96;0,13;13;910;62;12;6,8
Helsingfors Kajsaniemi;2025;1;10;19:40;-0,4;-1;Mulet (8/8);1003,1;96;0,13;14;940;61;13,8;7,5
Helsingfors Kajsaniemi;2025;1;10;19:50;-0,4;-1;Mulet (8/8);1003,2;96;0,2;14;730;63;12,9;7,1
Helsingfors Kajsaniemi;2025;1;10;20:00;-0,4;-1;Mulet (8/8);1003,2;96;0,18;14;880;61;11,9;7,6
Helsingfors Kajsaniemi;2025;1;10;20:10;-0,4;-1;Mulet (8/8);1003,1;95;0,13;14;1280;61;11,7;7,4
Helsingfors Kajsaniemi;2025;1;10;20:20;-0,4;-1;Mulet (8/8);1003,1;95;0,13;14;1150;58;10,6;6,7
Helsingfors Kajsaniemi;2025;1;10;20:30;-0,4;-1;Mulet (8/8);1003,1;95;0,22;15;730;58;11,6;6,9
Helsingfors Kajsaniemi;2025;1;10;20:40;-0,4;-1;Mulet (8/8);1003,1;96;0,23;15;700;60;11;7
Helsingfors Kajsaniemi;2025;1;10;20:50;-0,4;-1;Mulet (8/8);1003;96;0,23;15;610;57;10,6;6,8
Helsingfors Kajsaniemi;2025;1;10;21:00;-0,4;-1;Mulet (8/8);1003,1;96;0,28;15;500;58;9,9;6,7
Helsingfors Kajsaniemi;2025;1;10;21:10;-0,4;-1;Mulet (8/8);1003,1;96;0,25;15;850;55;11,1;7
Helsingfors Kajsaniemi;2025;1;10;21:20;-0,4;-1;Mulet (8/8);1003,2;96;0,12;15;1580;55;9,4;6,4
Helsingfors Kajsaniemi;2025;1;10;21:30;-0,5;-1;Mulet (8/8);1003,2;96;0,08;16;1230;57;10,5;5,9
Helsingfors Kajsaniemi;2025;1;10;21:40;-0,5;-1,1;Mulet (8/8);1003,2;96;0,13;16;1100;56;11,6;6,9
Helsingfors Kajsaniemi;2025;1;10;21:50;-0,5;-1,1;Mulet (8/8);1003,3;96;0,12;16;1140;55;10,6;6,7
Helsingfors Kajsaniemi;2025;1;10;22:00;-0,6;-1,2;Mulet (8/8);1003,5;96;0,12;17;1240;57;10,1;6,4
Helsingfors Kajsaniemi;2025;1;10;22:10;-0,6;-1,2;Mulet (8/8);1003,4;96;0,13;17;1320;55;12,6;6,9
Helsingfors Kajsaniemi;2025;1;10;22:20;-0,7;-1,3;Mulet (8/8);1003,4;96;0,12;17;1390;56;10,7;5,6
Helsingfors Kajsaniemi;2025;1;10;22:30;-0,7;-1,3;Mulet (8/8);1003,5;96;0,05;17;1590;55;9,6;6
Helsingfors Kajsaniemi;2025;1;10;22:40;-0,7;-1,3;Mulet (8/8);1003,5;95;0,12;17;1440;52;8,9;5,4
Helsingfors Kajsaniemi;2025;1;10;22:50;-0,8;-1,4;Mulet (8/8);1003,5;95;0,08;17;2370;53;10,9;6,7
Helsingfors Kajsaniemi;2025;1;10;23:00;-0,8;-1,5;Mulet (8/8);1003,6;95;0,02;17;4390;56;10,2;6,3
Helsingfors Kajsaniemi;2025;1;10;23:10;-0,7;-1,5;Mulet (8/8);1003,7;94;0;17;8490;54;10;5,9
Helsingfors Kajsaniemi;2025;1;10;23:20;-0,8;-1,6;Mulet (8/8);1003,8;94;0;17;6660;55;10;6,1
Helsingfors Kajsaniemi;2025;1;10;23:30;-0,8;-1,7;Mulet (8/8);1003,8;94;0;17;4710;54;11,6;6,6
Helsingfors Kajsaniemi;2025;1;10;23:40;-0,8;-1,7;Mulet (8/8);1003,7;94;0;17;4980;55;10,1;5,8
Helsingfors Kajsaniemi;2025;1;10;23:50;-0,8;-1,7;Mulet (8/8);1003,6;94;0;17;2480;50;10,7;6,5
Helsingfors Kajsaniemi;2025;1;11;00:00;-0,9;-1,7;Mulet (8/8);1003,6;94;0,08;17;1740;50;10,6;6,3
Helsingfors Kajsaniemi;2025;1;11;00:10;-0,9;-1,7;Mulet (8/8);1003,6;94;0;16;2870;52;10,3;5,9
Helsingfors Kajsaniemi;2025;1;11;00:20;-0,9;-1,7;Mulet (8/8);1003,6;94;0;17;880;53;9,5;5,8
Helsingfors Kajsaniemi;2025;1;11;00:30;-0,9;-1,8;Molnigt (7/8);1003,5;94;0,05;17;4850;51;10;5,8
Helsingfors Kajsaniemi;2025;1;11;00:40;-0,9;-1,8;Molnigt (7/8);1003,6;94;0;17;6190;53;10,5;6,1
Helsingfors Kajsaniemi;2025;1;11;00:50;-0,9;-1,9;Molnigt (7/8);1003,7;93;0;17;14670;52;8,6;5,5
Helsingfors Kajsaniemi;2025;1;11;01:00;-0,9;-2;Mulet (8/8);1003,6;93;0;17;12400;48;10,7;6,2
Helsingfors Kajsaniemi;2025;1;11;01:10;-0,9;-2;Mulet (8/8);1003,5;93;0;17;14080;47;11,9;6,6
Helsingfors Kajsaniemi;2025;1;11;01:20;-1;-2,1;Mulet (8/8);1003,5;92;0;17;18350;47;10,7;6,6
Helsingfors Kajsaniemi;2025;1;11;01:30;-1;-2,2;Mulet (8/8);1003,6;92;0;17;6590;46;12,5;6,9
Helsingfors Kajsaniemi;2025;1;11;01:40;-1;-2,2;Mulet (8/8);1003,7;92;0;17;14760;45;9,6;5,8
Helsingfors Kajsaniemi;2025;1;11;01:50;-1,1;-2,3;Mulet (8/8);1003,9;92;0;17;12920;47;10,5;6,4
Helsingfors Kajsaniemi;2025;1;11;02:00;-1,1;-2,3;Mulet (8/8);1003,9;91;0;17;6480;48;10,9;6,5
Helsingfors Kajsaniemi;2025;1;11;02:10;-1,1;-2,4;Mulet (8/8);1003,9;91;0;17;19500;45;9,7;6,8
Helsingfors Kajsaniemi;2025;1;11;02:20;-1,1;-2,4;Mulet (8/8);1004;91;0;17;29060;47;11,6;6,5
Helsingfors Kajsaniemi;2025;1;11;02:30;-1,2;-2,4;Mulet (8/8);1004,1;91;0;17;24280;48;10,4;5,7
Helsingfors Kajsaniemi;2025;1;11;02:40;-1,2;-2,4;Mulet (8/8);1004,1;91;0;17;13450;46;11,7;5,7
Helsingfors Kajsaniemi;2025;1;11;02:50;-1,2;-2,5;Mulet (8/8);1004;91;0;17;16910;44;11,1;5,8
Helsingfors Kajsaniemi;2025;1;11;03:00;-1,2;-2,5;Mulet (8/8);1004,2;91;0;17;27690;44;9,1;5,1
Helsingfors Kajsaniemi;2025;1;11;03:10;-1,2;-2,5;Mulet (8/8);1004,2;91;0;17;5660;48;10,5;5,7
