Observationsstation;År;Månad;Dag;Tid [Lokal tid];Lufttemperatur [°C];Daggpunktstemperatur [°C];Molnighet [1/8];Lufttryck [hPa];Relativ luftfuktighet [%];Nederbördsmängd [mm];Snödjup [cm];Horisontell sikt [m];Vindriktning [°];Byvindshastighet [m/s];Vindhastighet [m/s]
Helsingfors Kajsaniemi;2025;1;24;01:50;1,2;-1,9;Mulet (8/8);1006,8;79;0;0;50000;147;8;4,5
Helsingfors Kajsaniemi;2025;1;24;02:00;1,3;-1,8;Mulet (8/8);1006,8;80;0;0;50000;149;10,6;6
Helsingfors Kajsaniemi;2025;1;24;02:10;1,3;-1,7;Mulet (8/8);1006,7;81;0;0;36670;160;9,3;5,6
Helsingfors Kajsaniemi;2025;1;24;02:20;1,1;-1,2;Mulet (8/8);1006,5;85;0;0;8320;157;8,6;5,3
Helsingfors Kajsaniemi;2025;1;24;02:30;0,7;-0,7;Mulet (8/8);1006,5;91;0;0;4580;154;7,9;4,8
Helsingfors Kajsaniemi;2025;1;24;02:40;0,8;-0,5;Mulet (8/8);1006,4;91;0;0;9940;153;6,6;4,4
Helsingfors Kajsaniemi;2025;1;24;02:50;0,8;-0,6;Mulet (8/8);1006,2;91;0;0;21990;143;7,7;5
Helsingfors Kajsaniemi;2025;1;24;03:00;0,8;-0,5;Mulet (8/8);1006;91;0;0;19270;134;5,8;4,3
Helsingfors Kajsaniemi;2025;1;24;03:10;0,8;-0,3;Mulet (8/8);1005,8;92;0;0;9670;137;7,3;4,6
Helsingfors Kajsaniemi;2025;1;24;03:20;0,7;-0,1;Mulet (8/8);1005,7;94;0;0;7180;136;7,6;4,8
Helsingfors Kajsaniemi;2025;1;24;03:30;0,7;-0,1;Mulet (8/8);1005,8;94;0;0;5630;138;7,3;4,6
Helsingfors Kajsaniemi;2025;1;24;03:40;0,8;0;Mulet (8/8);1005,7;95;0;0;6800;138;8,3;4,6
Helsingfors Kajsaniemi;2025;1;24;03:50;0,8;0,1;Mulet (8/8);1005,6;95;0;0;6570;138;9;5,2
Helsingfors Kajsaniemi;2025;1;24;04:00;0,9;0,2;Mulet (8/8);1005,6;95;0;0;8850;135;7,7;4,7
Helsingfors Kajsaniemi;2025;1;24;04:10;0,9;0,2;Mulet (8/8);1005,5;95;0;0;6230;138;7,6;4,5
Helsingfors Kajsaniemi;2025;1;24;04:20;0,9;0,3;Mulet (8/8);1005,5;96;0;0;5890;141;7,1;4,6
Helsingfors Kajsaniemi;2025;1;24;04:30;1;0,3;Mulet (8/8);1005,4;96;0;0;7250;136;7,3;4,9
Helsingfors Kajsaniemi;2025;1;24;04:40;1;0,4;Mulet (8/8);1005,2;95;0;0;11500;134;7,2;4,9
Helsingfors Kajsaniemi;2025;1;24;04:50;1,1;0,4;Mulet (8/8);1005,2;95;0;0;8680;137;8,3;5
Helsingfors Kajsaniemi;2025;1;24;05:00;1,1;0,4;Mulet (8/8);1005,1;95;0;0;11320;141;7,5;5
Helsingfors Kajsaniemi;2025;1;24;05:10;1,2;0,5;Mulet (8/8);1005;95;0;0;11960;138;8,2;5
Helsingfors Kajsaniemi;2025;1;24;05:20;1,3;0,5;Mulet (8/8);1005;95;0;0;7950;140;8,6;4,8
Helsingfors Kajsaniemi;2025;1;24;05:30;1,4;0,6;Mulet (8/8);1005;95;0;0;9180;140;8,1;5,3
Helsingfors Kajsaniemi;2025;1;24;05:40;1,4;0,6;Mulet (8/8);1004,8;94;0;0;9540;139;7,5;4,9
Helsingfors Kajsaniemi;2025;1;24;05:50;1,5;0,7;Mulet (8/8);1004,7;94;0;0;9630;142;7,9;4,9
Helsingfors Kajsaniemi;2025;1;24;06:00;1,5;0,7;Mulet (8/8);1004,6;94;0;0;8450;141;8,2;5
Helsingfors Kajsaniemi;2025;1;24;06:10;1,6;0,8;Mulet (8/8);1004,6;95;0;0;9040;141;7,3;4,5
Helsingfors Kajsaniemi;2025;1;24;06:20;1,7;0,9;Mulet (8/8);1004,5;95;0;0;7990;144;6,7;4
Helsingfors Kajsaniemi;2025;1;24;06:30;1,7;0,9;Mulet (8/8);1004,5;95;0;0;7830;-;-;-
Helsingfors Kajsaniemi;2025;1;24;06:40;1,7;1,1;Mulet (8/8);1004,5;95;0;0;5540;149;8,3;4,8
Helsingfors Kajsaniemi;2025;1;24;06:50;1,8;1,1;Mulet (8/8);1004,4;95;0,08;0;5740;150;8,8;4,9
Helsingfors Kajsaniemi;2025;1;24;07:00;1,8;1,2;Mulet (8/8);1004,3;95;0,02;0;5600;151;8,6;4,9
Helsingfors Kajsaniemi;2025;1;24;07:10;1,9;1,3;Mulet (8/8);1004,2;95;0,07;0;10410;150;8,5;5,3
Helsingfors Kajsaniemi;2025;1;24;07:20;2;1,2;Mulet (8/8);1004,2;95;0;0;10350;157;9,3;5,6
Helsingfors Kajsaniemi;2025;1;24;07:30;2,1;1,3;Mulet (8/8);1004,1;95;0;0;5860;165;9,9;5,7
Helsingfors Kajsaniemi;2025;1;24;07:40;2;1,4;Mulet (8/8);1004,2;95;0;0;4340;163;9,4;5,8
Helsingfors Kajsaniemi;2025;1;24;07:50;2,1;1,4;Mulet (8/8);1004,2;95;0,08;0;7630;167;8,8;5,8
Helsingfors Kajsaniemi;2025;1;24;08:00;2;1,3;Mulet (8/8);1004,2;95;0,12;0;7160;164;9,6;5,5
Helsingfors Kajsaniemi;2025;1;24;08:10;2,1;1,3;Mulet (8/8);1004,2;95;0,13;0;9230;169;8,9;6
Helsingfors Kajsaniemi;2025;1;24;08:20;1,9;1,1;Mulet (8/8);1004,3;94;0,1;0;9320;168;9,2;5,9
Helsingfors Kajsaniemi;2025;1;24;08:30;1,8;0,9;Mulet (8/8);1004,4;94;0,08;0;9320;170;9,3;5,6
Helsingfors Kajsaniemi;2025;1;24;08:40;1,8;0,9;Mulet (8/8);1004,5;94;0,17;0;9440;172;9;5,3
Helsingfors Kajsaniemi;2025;1;24;08:50;1,7;0,9;Mulet (8/8);1004,4;94;0,07;0;10890;173;7,8;5,3
Helsingfors Kajsaniemi;2025;1;24;09:00;1,8;1;Mulet (8/8);1004,5;94;0,05;0;13630;176;8,1;4,5
Helsingfors Kajsaniemi;2025;1;24;09:10;2;1,1;Mulet (8/8);1004,6;94;0;0;19150;174;8,5;5,3
Helsingfors Kajsaniemi;2025;1;24;09:20;2,1;1,1;Mulet (8/8);1004,6;93;0;0;18460;178;7,9;4,7
Helsingfors Kajsaniemi;2025;1;24;09:30;2,2;1,2;Mulet (8/8);1004,7;93;0;0;22850;186;6,1;4,1
Helsingfors Kajsaniemi;2025;1;24;09:40;2,3;1,1;Mulet (8/8);1004,7;92;0;0;24580;192;7,7;4,2
Helsingfors Kajsaniemi;2025;1;24;09:50;2,3;1,1;Mulet (8/8);1004,8;92;0;0;22420;194;7,4;3,8
Helsingfors Kajsaniemi;2025;1;24;10:00;2,3;1,1;Mulet (8/8);1004,9;91;0;0;21070;195;8;4,3
Helsingfors Kajsaniemi;2025;1;24;10:10;2,4;1,1;Mulet (8/8);1005;92;0;0;19170;-;-;-
Helsingfors Kajsaniemi;2025;1;24;10:20;2,4;1,2;Mulet (8/8);1004,9;92;0;0;13480;192;7,3;4,1
Helsingfors Kajsaniemi;2025;1;24;10:30;2,3;1,3;Mulet (8/8);1005;93;0;0;9080;196;7,6;3,8
Helsingfors Kajsaniemi;2025;1;24;10:40;2,1;1,1;Mulet (8/8);1005;93;0;0;10130;204;7,3;4,5
Helsingfors Kajsaniemi;2025;1;24;10:50;2,1;1,4;Mulet (8/8);1005,1;95;0,12;0;4220;201;8,7;4,1
Helsingfors Kajsaniemi;2025;1;24;11:00;2,2;1,6;Mulet (8/8);1005,2;96;0,02;0;3770;202;7;3,9
Helsingfors Kajsaniemi;2025;1;24;11:10;2,4;1,7;Mulet (8/8);1005,2;96;0;0;10120;202;7,4;3,9
Helsingfors Kajsaniemi;2025;1;24;11:20;2,4;1,7;Mulet (8/8);1005,2;95;0;0;11390;205;8;4,2
Helsingfors Kajsaniemi;2025;1;24;11:30;2,5;1,7;Mulet (8/8);1005,2;95;0;0;10500;209;8,2;5,2
Helsingfors Kajsaniemi;2025;1;24;11:40;2,6;1,9;Mulet (8/8);1005,2;95;0;0;10870;214;7,9;4,2
Helsingfors Kajsaniemi;2025;1;24;11:50;2,6;1,9;Mulet (8/8);1005,1;95;0;0;9800;209;7,8;4,5
Helsingfors Kajsaniemi;2025;1;24;12:00;2,7;2;Mulet (8/8);1005,1;95;0;0;9690;206;8;5,3
Helsingfors Kajsaniemi;2025;1;24;12:10;2,7;2;Mulet (8/8);1005,4;95;0;0;10040;208;8,7;5,4
Helsingfors Kajsaniemi;2025;1;24;12:20;2,8;1,9;Mulet (8/8);1005,4;94;0;0;9750;208;8,8;5,3
Helsingfors Kajsaniemi;2025;1;24;12:30;2,8;2;Mulet (8/8);1005,5;94;0;0;9740;210;10,4;5,2
Helsingfors Kajsaniemi;2025;1;24;12:40;3;2,1;Mulet (8/8);1005,5;94;0;0;10430;211;8,6;5,5
Helsingfors Kajsaniemi;2025;1;24;12:50;3;2;Mulet (8/8);1005,5;94;0;0;10810;206;8,4;5,4
Helsingfors Kajsaniemi;2025;1;24;13:00;3;2,1;Mulet (8/8);1005,6;94;0;0;11100;206;9;5,1
Helsingfors Kajsaniemi;2025;1;24;13:10;3,1;2,2;Mulet (8/8);1005,5;93;0;0;11650;207;7,8;4,5
Helsingfors Kajsaniemi;2025;1;24;13:20;3,2;2,3;Mulet (8/8);1005,5;94;0;0;10310;210;8,5;4,6
Helsingfors Kajsaniemi;2025;1;24;13:30;3,2;2,3;Mulet (8/8);1005,6;94;0;0;12500;207;8,9;5,2
Helsingfors Kajsaniemi;2025;1;24;13:40;3,3;2,3;Mulet (8/8);1005,7;93;0;0;13620;215;7,8;5,5
Helsingfors Kajsaniemi;2025;1;24;13:50;3,4;2,4;Mulet (8/8);1005,8;93;0;0;15320;225;8,8;5,3
Helsingfors Kajsaniemi;2025;1;24;14:00;3,4;2,4;Mulet (8/8);1005,9;93;0;0;16100;228;8,5;5,3
Helsingfors Kajsaniemi;2025;1;24;14:10;3,4;2,3;Mulet (8/8);1005,9;92;0;0;18900;233;8;4,5
Helsingfors Kajsaniemi;2025;1;24;14:20;3,5;2,3;Mulet (8/8);1006;92;0;0;23230;237;6,8;3,9
Helsingfors Kajsaniemi;2025;1;24;14:30;3,7;2,3;Mulet (8/8);1006,1;91;0;0;23940;242;6,9;3,4
Helsingfors Kajsaniemi;2025;1;24;14:40;3,8;2;Molnigt (6/8);1006,2;88;0;0;30620;241;5,8;3,6
Helsingfors Kajsaniemi;2025;1;24;14:50;3,7;1,8;Halv klart (4/8);1006,2;87;0;0;40370;232;5,7;3,3
Helsingfors Kajsaniemi;2025;1;24;15:00;3,5;1,6;Mest klart (2/8);1006,3;87;0;0;44540;234;5,1;2,8
Helsingfors Kajsaniemi;2025;1;24;15:10;3,5;1,6;Halv klart (5/8);1006,4;88;0;0;37960;218;4,2;2,6
Helsingfors Kajsaniemi;2025;1;24;15:20;3,4;2,1;Molnigt (6/8);1006,5;91;0;0;28860;215;5;3
Helsingfors Kajsaniemi;2025;1;24;15:30;3,4;2,1;Molnigt (7/8);1006,6;91;0;0;27030;217;4,7;2,8
Helsingfors Kajsaniemi;2025;1;24;15:40;3,5;2,2;Molnigt (7/8);1006,7;91;0;0;27760;220;4,4;2,7
Helsingfors Kajsaniemi;2025;1;24;15:50;3,4;2,2;Mulet (8/8);1006,7;92;0;0;30120;217;5,7;3,8
Helsingfors Kajsaniemi;2025;1;24;16:00;3,5;2,3;Mulet (8/8);1006,7;92;0;0;24060;215;4,9;3,1
Helsingfors Kajsaniemi;2025;1;24;16:10;3,5;2,3;Mulet (8/8);1006,8;92;0;0;25930;218;6,9;3,8
Helsingfors Kajsaniemi;2025;1;24;16:20;3,5;2,2;Molnigt (7/8);1006,8;91;0;0;32120;220;8,2;4,8
Helsingfors Kajsaniemi;2025;1;24;16:30;3,4;2,2;Molnigt (7/8);1006,8;92;0;0;29350;218;7,3;4,9
Helsingfors Kajsaniemi;2025;1;24;16:40;3,2;2;Molnigt (6/8);1006,9;92;0;0;33550;217;7;4,6
Helsingfors Kajsaniemi;2025;1;24;16:50;3,2;2;Halv klart (4/8);1006,9;91;0;0;31590;220;6,5;4,1
Helsingfors Kajsaniemi;2025;1;24;17:00;3,2;1,9;Halv klart (4/8);1007;91;0;0;34040;220;7,2;4,1
Helsingfors Kajsaniemi;2025;1;24;17:10;3,2;2;Halv klart (5/8);1007,1;92;0;0;31930;221;7,3;4
Helsingfors Kajsaniemi;2025;1;24;17:20;3,3;2;Molnigt (7/8);1007,2;92;0;0;34180;227;9,2;4,5
Helsingfors Kajsaniemi;2025;1;24;17:30;3,2;2;Molnigt (7/8);1007,4;91;0;0;35550;227;7,5;4,3
Helsingfors Kajsaniemi;2025;1;24;17:40;3,1;1,8;Molnigt (7/8);1007,4;91;0;0;36190;220;7;4,2
Helsingfors Kajsaniemi;2025;1;24;17:50;3,4;1,8;Molnigt (7/8);1007,6;89;0;0;40300;219;7,3;4
Helsingfors Kajsaniemi;2025;1;24;18:00;3,4;1,8;Mulet (8/8);1007,6;89;0;0;44280;221;7,8;4,6
Helsingfors Kajsaniemi;2025;1;24;18:10;3,4;1,8;Mulet (8/8);1007,6;89;0;0;43900;219;6,5;3,3
Helsingfors Kajsaniemi;2025;1;24;18:20;3,4;1,7;Mulet (8/8);1007,6;89;0;0;43700;221;7,1;4,5
Helsingfors Kajsaniemi;2025;1;24;18:30;3,4;1,6;Mulet (8/8);1007,6;88;0;0;47350;212;7,3;4,5
Helsingfors Kajsaniemi;2025;1;24;18:40;3,4;1,5;Mulet (8/8);1007,7;88;0;0;44510;214;7,8;4,4
Helsingfors Kajsaniemi;2025;1;24;18:50;3,3;1,5;Mulet (8/8);1007,7;88;0;0;49660;213;6,8;4,1
Helsingfors Kajsaniemi;2025;1;24;19:00;3,3;1,5;Mulet (8/8);1007,8;88;0;0;45410;216;6,7;4
Helsingfors Kajsaniemi;2025;1;24;19:10;3,3;1,5;Mulet (8/8);1007,7;89;0;0;41160;211;6,2;3,4
Helsingfors Kajsaniemi;2025;1;24;19:20;3,2;1,4;Mulet (8/8);1007,6;88;0;0;45850;207;6,7;3,7
Helsingfors Kajsaniemi;2025;1;24;19:30;3,1;1,3;Mulet (8/8);1007,6;88;0;0;49940;204;7,2;4,4
Helsingfors Kajsaniemi;2025;1;24;19:40;3,1;1,4;Molnigt (7/8);1007,5;89;0;0;42180;206;8,8;5,2
Helsingfors Kajsaniemi;2025;1;24;19:50;3,1;1,5;Molnigt (7/8);1007,5;89;0;0;46470;203;8,1;5
Helsingfors Kajsaniemi;2025;1;24;20:00;3;1,5;Molnigt (7/8);1007,4;90;0;0;41780;208;8,2;5,1
Helsingfors Kajsaniemi;2025;1;24;20:10;3;1,6;Molnigt (7/8);1007,5;90;0;0;41210;210;8,3;4,3
Helsingfors Kajsaniemi;2025;1;24;20:20;3;1,5;Halv klart (5/8);1007,6;90;0;0;38020;205;8;5
Helsingfors Kajsaniemi;2025;1;24;20:30;3;1,5;Molnigt (6/8);1007,4;90;0;0;43260;205;8,8;5
Helsingfors Kajsaniemi;2025;1;24;20:40;2,9;1,6;Molnigt (7/8);1007,4;91;0;0;35790;199;6,7;4
Helsingfors Kajsaniemi;2025;1;24;20:50;3;1,4;Molnigt (7/8);1007,4;90;0;0;33730;205;6,4;4,2
Helsingfors Kajsaniemi;2025;1;24;21:00;3;1,4;Molnigt (7/8);1007,4;89;0;0;33350;207;7,9;4,2
Helsingfors Kajsaniemi;2025;1;24;21:10;3,1;1,5;Mulet (8/8);1007,3;89;0;0;36510;210;7,7;4,9
Helsingfors Kajsaniemi;2025;1;24;21:20;3,2;1,5;Mulet (8/8);1007,2;89;0;0;33160;203;7;4,4
Helsingfors Kajsaniemi;2025;1;24;21:30;3,2;1,6;Mulet (8/8);1007,1;89;0;0;29370;204;8,8;5,3
Helsingfors Kajsaniemi;2025;1;24;21:40;3,2;1,6;Mulet (8/8);1007,1;89;0;0;23430;200;10;4,7
Helsingfors Kajsaniemi;2025;1;24;21:50;3,2;1,7;Mulet (8/8);1007;90;0;0;22030;204;8,2;4,9
Helsingfors Kajsaniemi;2025;1;24;22:00;3,2;1,8;Mulet (8/8);1006,9;90;0;0;20130;202;8,1;4,2
Helsingfors Kajsaniemi;2025;1;24;22:10;3,2;1,8;Mulet (8/8);1006,8;91;0;0;18960;193;7,2;4
Helsingfors Kajsaniemi;2025;1;24;22:20;3,2;1,8;Mulet (8/8);1006,8;91;0;0;20160;213;6,6;3,5
Helsingfors Kajsaniemi;2025;1;24;22:30;3,3;1,9;Mulet (8/8);1006,8;90;0;0;20770;208;7,9;4
Helsingfors Kajsaniemi;2025;1;24;22:40;3,1;1,8;Mulet (8/8);1006,6;91;0;0;22700;212;8,1;4,4
Helsingfors Kajsaniemi;2025;1;24;22:50;3,3;1,7;Mulet (8/8);1006,5;89;0;0;23500;209;9;4,6
Helsingfors Kajsaniemi;2025;1;24;23:00;3,3;1,8;Mulet (8/8);1006,4;90;0;0;24790;208;9,4;4,7
Helsingfors Kajsaniemi;2025;1;24;23:10;3,3;1,8;Mulet (8/8);1006,5;90;0;0;28340;207;8,9;5,1
Helsingfors Kajsaniemi;2025;1;24;23:20;3,3;1,8;Mulet (8/8);1006,4;90;0;0;25860;195;8,2;4,6
Helsingfors Kajsaniemi;2025;1;24;23:30;3,3;1,8;Mulet (8/8);1006,3;90;0;0;26570;196;9;4,7
Helsingfors Kajsaniemi;2025;1;24;23:40;3,3;1,7;Mulet (8/8);1006,4;89;0;0;26770;191;10,9;5,3
Helsingfors Kajsaniemi;2025;1;24;23:50;3,3;1,7;Mulet (8/8);1006,4;90;0;0;26880;187;11,4;6,3
Helsingfors Kajsaniemi;2025;1;25;00:00;3,2;1,6;Mulet (8/8);1006,5;89;0;0;29900;185;9,7;6
Helsingfors Kajsaniemi;2025;1;25;00:10;3,2;1,6;Mulet (8/8);1006,6;89;0;0;29400;187;9,2;5,6
Helsingfors Kajsaniemi;2025;1;25;00:20;3,1;1,5;Mulet (8/8);1006,6;89;0;0;30430;190;8,2;4,9
Helsingfors Kajsaniemi;2025;1;25;00:30;3,1;1,5;Mulet (8/8);1006,5;90;0;0;29380;185;10,2;5,6
Helsingfors Kajsaniemi;2025;1;25;00:40;3,1;1,5;Mulet (8/8);1006,6;89;0;0;28440;186;9,9;5,5
Helsingfors Kajsaniemi;2025;1;25;00:50;3,1;1,4;Mulet (8/8);1006,5;89;0;0;29580;182;10;5,7
Helsingfors Kajsaniemi;2025;1;25;01:00;3;1,2;Mulet (8/8);1006,4;88;0;0;33200;181;8,9;5,7
Helsingfors Kajsaniemi;2025;1;25;01:10;2,9;1,1;Mulet (8/8);1006,2;88;0;0;33380;174;9,2;6,2
Helsingfors Kajsaniemi;2025;1;25;01:20;2,9;1,1;Mulet (8/8);1006,1;88;0;0;30390;170;9,8;5,5
Helsingfors Kajsaniemi;2025;1;25;01:30;2,8;1,1;Mulet (8/8);1006;88;0;0;29360;170;10,4;6,5
Helsingfors Kajsaniemi;2025;1;25;01:40;2,9;0,9;Mulet (8/8);1005,8;87;0;0;28090;168;10,5;6,8
Helsingfors Kajsaniemi;2025;1;25;01:50;2,8;0,9;Mulet (8/8);1005,4;87;0;0;32740;170;9,9;6,8
Helsingfors Kajsaniemi;2025;1;25;02:00;2,9;0,8;Mulet (8/8);1005,2;87;0;0;30410;167;10,1;6,3
Helsingfors Kajsaniemi;2025;1;25;02:10;2,9;0,7;Mulet (8/8);1004,9;86;0;0;34440;169;11,4;7
Helsingfors Kajsaniemi;2025;1;25;02:20;2,9;0,6;Mulet (8/8);1004,8;85;0;0;35040;164;10;6,2
Helsingfors Kajsaniemi;2025;1;25;02:30;2,8;0,7;Mulet (8/8);1004,8;86;0;0;34520;165;9,3;6,1
Helsingfors Kajsaniemi;2025;1;25;02:40;2,8;0,5;Mulet (8/8);1004,6;85;0;0;31510;166;10;5,9
Helsingfors Kajsaniemi;2025;1;25;02:50;2,8;0,2;Mulet (8/8);1004,5;83;0;0;33330;167;9,7;6,9
Helsingfors Kajsaniemi;2025;1;25;03:00;2,9;0,1;Mulet (8/8);1004,3;81;0;0;38050;167;10;6,2
Helsingfors Kajsaniemi;2025;1;25;03:10;2,9;0;Mulet (8/8);1004,1;81;0;0;38750;171;11;6,6
Helsingfors Kajsaniemi;2025;1;25;03:20;2,8;-0,1;Mulet (8/8);1004;81;0;0;36370;172;10,7;6,6
Helsingfors Kajsaniemi;2025;1;25;03:30;2,8;-0,1;Mulet (8/8);1003,7;81;0;0;39400;171;10,4;6,6
Helsingfors Kajsaniemi;2025;1;25;03:40;2,7;-0,1;Mulet (8/8);1003,5;81;0;0;39840;172;10,4;6,3
Helsingfors Kajsaniemi;2025;1;25;03:50;2,6;-0,1;Molnigt (7/8);1003,3;83;0;0;41530;171;9,4;6,2
Helsingfors Kajsaniemi;2025;1;25;04:00;2,5;-0,1;Molnigt (7/8);1003;83;0;0;32800;170;9,9;6,3
Helsingfors Kajsaniemi;2025;1;25;04:10;2,5;-0,1;Molnigt (7/8);1002,9;83;0;0;38670;172;10,5;6,9
Helsingfors Kajsaniemi;2025;1;25;04:20;2,5;-0,1;Molnigt (7/8);1002,6;83;0;0;37330;172;9,3;6
Helsingfors Kajsaniemi;2025;1;25;04:30;2,6;-0,2;Molnigt (7/8);1002,5;82;0;0;38430;171;9,9;6,1
Helsingfors Kajsaniemi;2025;1;25;04:40;2,5;-0,2;Molnigt (7/8);1002,4;82;0;0;40440;173;11,2;7
Helsingfors Kajsaniemi;2025;1;25;04:50;2,6;-0,1;Mulet (8/8);1002,4;82;0;0;34010;175;11,4;6,8
Helsingfors Kajsaniemi;2025;1;25;05:00;2,6;0;Mulet (8/8);1002,2;83;0;0;34510;185;10,7;6,2
Helsingfors Kajsaniemi;2025;1;25;05:10;2,6;0;Mulet (8/8);1002;83;0;0;30900;186;11,6;6,8
Helsingfors Kajsaniemi;2025;1;25;05:20;2,7;0,2;Mulet (8/8);1001,8;83;0;0;25410;190;11,8;6,2
Helsingfors Kajsaniemi;2025;1;25;05:30;2,7;0,3;Mulet (8/8);1001,6;84;0;0;20810;190;11;6,4
Helsingfors Kajsaniemi;2025;1;25;05:40;2,6;0,4;Mulet (8/8);1001,3;86;0;0;16650;186;11,8;6,5
Helsingfors Kajsaniemi;2025;1;25;05:50;2,6;0,6;Mulet (8/8);1001;87;0;0;14110;183;11;6,2
Helsingfors Kajsaniemi;2025;1;25;06:00;2,5;0,7;Mulet (8/8);1000,9;88;0,08;0;11590;190;12,9;6,8
Helsingfors Kajsaniemi;2025;1;25;06:10;2,4;0,8;Mulet (8/8);1000,8;89;0,13;0;8310;190;12,8;7,1
Helsingfors Kajsaniemi;2025;1;25;06:20;2,4;0,9;Mulet (8/8);1000,7;89;0,17;0;7430;192;13;6,7
Helsingfors Kajsaniemi;2025;1;25;06:30;2,4;0,9;Mulet (8/8);1000,5;90;0,2;0;7990;192;12,9;6,8
Helsingfors Kajsaniemi;2025;1;25;06:40;2,4;1;Mulet (8/8);1000,1;90;0,12;0;10520;186;12,6;6,5
Helsingfors Kajsaniemi;2025;1;25;06:50;2,5;1,1;Mulet (8/8);999,9;91;0;0;10630;182;14;7,4
Helsingfors Kajsaniemi;2025;1;25;07:00;2,6;1,1;Mulet (8/8);1000;90;0,07;0;10930;186;12,1;6,7
Helsingfors Kajsaniemi;2025;1;25;07:10;2,7;1,1;Mulet (8/8);999,8;90;0;0;8600;191;12,5;6,3
Helsingfors Kajsaniemi;2025;1;25;07:20;2,6;1,3;Mulet (8/8);999,7;91;0;0;6500;191;10,8;6,5
Helsingfors Kajsaniemi;2025;1;25;07:30;2,6;1,4;Mulet (8/8);999,6;92;0,13;0;7030;188;12,6;6,9
Helsingfors Kajsaniemi;2025;1;25;07:40;2,7;1,3;Mulet (8/8);999,5;91;0,02;0;8640;190;11,1;7,1
Helsingfors Kajsaniemi;2025;1;25;07:50;2,7;1,4;Mulet (8/8);999,4;91;0;0;7780;190;11,5;6,3
Helsingfors Kajsaniemi;2025;1;25;08:00;2,6;1,4;Mulet (8/8);999,3;92;0,08;0;7200;189;12,5;6,6
Helsingfors Kajsaniemi;2025;1;25;08:10;2,7;1,4;Mulet (8/8);999,2;91;0,05;0;7460;191;13,1;7
Helsingfors Kajsaniemi;2025;1;25;08:20;2,6;1,4;Mulet (8/8);999,1;92;0;0;9200;195;14,4;7,6
Helsingfors Kajsaniemi;2025;1;25;08:30;2,7;1,4;Mulet (8/8);999;91;0,07;0;9760;196;13;6,7
Helsingfors Kajsaniemi;2025;1;25;08:40;2,7;1,4;Mulet (8/8);998,9;91;0,03;0;9720;195;10,4;6,7
Helsingfors Kajsaniemi;2025;1;25;08:50;2,7;1,4;Mulet (8/8);998,9;91;0;0;12380;199;12,4;6,7
Helsingfors Kajsaniemi;2025;1;25;09:00;2,7;1,3;Mulet (8/8);998,8;91;0;0;13360;204;13,7;6,9
Helsingfors Kajsaniemi;2025;1;25;09:10;2,8;1,4;Mulet (8/8);998,8;91;0;0;13800;203;12,7;7,4
Helsingfors Kajsaniemi;2025;1;25;09:20;2,8;1,4;Mulet (8/8);998,9;91;0;0;13550;205;12,3;8,2
Helsingfors Kajsaniemi;2025;1;25;09:30;2,9;1,4;Mulet (8/8);998,9;90;0;0;19260;206;14,4;8,2
Helsingfors Kajsaniemi;2025;1;25;09:40;3;1,4;Mulet (8/8);998,7;89;0;0;23900;205;12,9;7,5
Helsingfors Kajsaniemi;2025;1;25;09:50;3;1,4;Mulet (8/8);998,6;89;0;0;20970;204;14,5;7,8
Helsingfors Kajsaniemi;2025;1;25;10:00;2,9;1,5;Mulet (8/8);998,8;90;0;0;18240;207;12,2;7,5
Helsingfors Kajsaniemi;2025;1;25;10:10;3;1,6;Mulet (8/8);998,8;91;0;0;13830;209;14,8;8,1
Helsingfors Kajsaniemi;2025;1;25;10:20;3,1;1,6;Mulet (8/8);999,1;90;0;0;17470;211;12,3;7,3
Helsingfors Kajsaniemi;2025;1;25;10:30;3,1;1,7;Mulet (8/8);999;91;0;0;16620;210;13,9;8,2
Helsingfors Kajsaniemi;2025;1;25;10:40;3,1;1,8;Mulet (8/8);998,9;91;0;0;15170;207;14,5;8,4
Helsingfors Kajsaniemi;2025;1;25;10:50;3,2;1,9;Mulet (8/8);999;91;0;0;13340;210;13,3;8,2
Helsingfors Kajsaniemi;2025;1;25;11:00;3,3;2,1;Mulet (8/8);998,9;92;0;0;11830;208;14,1;8,1
Helsingfors Kajsaniemi;2025;1;25;11:10;3,3;2,1;Mulet (8/8);999,1;92;0;0;11230;211;14,6;7,2
Helsingfors Kajsaniemi;2025;1;25;11:20;3,4;2,3;Mulet (8/8);999,1;93;0;0;9100;214;13,2;7
Helsingfors Kajsaniemi;2025;1;25;11:30;3,5;2,4;Mulet (8/8);999,1;93;0;0;11820;213;13,4;8,1
Helsingfors Kajsaniemi;2025;1;25;11:40;3,6;2,5;Mulet (8/8);999,1;93;0;0;11600;216;13,1;7,8
Helsingfors Kajsaniemi;2025;1;25;11:50;3,6;2,6;Mulet (8/8);999,1;93;0;0;11050;215;12,7;7,4
Helsingfors Kajsaniemi;2025;1;25;12:00;3,7;2,6;Mulet (8/8);999,1;93;0;0;10460;218;13,1;7,1
Helsingfors Kajsaniemi;2025;1;25;12:10;3,7;2,7;Mulet (8/8);999,1;93;0;0;9060;217;12,5;7
Helsingfors Kajsaniemi;2025;1;25;12:20;3,7;2,7;Mulet (8/8);999,1;93;0,07;0;11680;214;13,8;8
